URL,Título,Resumo,Data
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/08/2026&jornal=530&pagina=15,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 253/2026 / Número do processo: 67720.002821/2026-73 / Objeto: Eventual aquisição de material de combate à incêndio</p><p>Data de início de recebimento de propostas: 11/08/2026, 09:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 24/08/2026, 09:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12001605002532026</p><p class=""assina"">ANA CLARA DE TOLEDO SILVA ANASTACIO</p><p class=""cargo"">Pregoeiro</p>",11/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/08/2026&jornal=530&pagina=16,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 199/2025 / Número do processo: 67615.043209/2025-77 / Objeto: Aquisição de materiais de consumo e permanentes utilizados nas dependências na Subdivisão de Suprimento do CINDACTA IV e em seus destacamentos.</p><p>Data de início de recebimento de propostas: 11/08/2026, 10:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 24/08/2026, 10:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12063005001992025</p><p class=""assina"">KEILA COUTINHO MACARIO</p><p class=""cargo"">p/ Equipe de apoio</p>",11/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/08/2026&jornal=530&pagina=14,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 66/2026 / Número do processo: 67222.000954/2026-26 / Objeto: Material de Consumo para Máquinas Roçadeiras, Motosserras, Motopodas, Sopradores de Folhas</p><p>Data de início de recebimento de propostas: 11/08/2026, 08:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 24/08/2026, 09:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12063105000662026</p><p class=""assina"">SILVIA NATALIA SOARES MENEZES DA SILVA</p><p class=""cargo"">Ordenadora de Despesas</p>",11/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/08/2026&jornal=530&pagina=16,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 202/2026 / Número do processo: 67564.001561/2026-69 / Objeto: Aquisição de gêneros alimentícios (café) para atender às necessidades do Serviço de Subsistência do Grupamento de Apoio dos Afonsos (GAP-AF).</p><p>Data de início de recebimento de propostas: 11/08/2026, 09:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 21/08/2026, 09:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12062305002022026</p><p class=""assina"">HORACIO FERNANDO PINTO</p><p class=""cargo"">Ordenador de Despesas por Delegação de Competência</p>",11/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/08/2026&jornal=530&pagina=14,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 57/2026 / Número do processo: 67222.001035/2026-70 / Objeto: Serviço de Manutenção de Equipamentos da Seção de Subsistência</p><p>Data de início de recebimento de propostas: 11/08/2026, 08:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 26/08/2026, 09:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12063105000572026</p><p class=""assina"">SILVIA NATALIA SOARES MENEZES DA SILVA</p><p class=""cargo"">Ordenadora de Despesas</p>",11/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/08/2026&jornal=530&pagina=16,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 180/2026 / Número do processo: 67564.003052/2026-71 / Objeto: Aquisição de materiais esportivos</p><p>Data de início de recebimento de propostas: 11/08/2026, 09:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 21/08/2026, 09:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12062305001802026</p><p class=""assina"">HORACIO FERNANDO PINTO</p><p class=""cargo"">Ordenador de Despesas por Delegação de Competência</p>",11/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/08/2026&jornal=530&pagina=16,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 157/2026 / Número do processo: 67289.001616/2026-37 / Objeto: Contratação de serviços contínuos de Limpeza de Caixas d'água, Gordura e desentupimento de tubulação para o Grupamento de Apoio do Distrito Federal.</p><p>Data de início de recebimento de propostas: 11/08/2026, 09:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 25/08/2026, 10:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12062505001572026</p><p class=""assina"">ULISSES CRUZ DA COSTA</p><p class=""cargo"">Responsável pela contratação direta</p>",11/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/08/2026&jornal=530&pagina=16,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 149/2026 / Número do processo: 67246.000043/2026- 21 / Objeto: Registrar institucionalmente tais eventos, garantindo a produção de material de qualidade para fins de documentação oficial, divulgação institucional e preservação da memória organizacional.</p><p>Data de início de recebimento de propostas: 11/08/2026, 10:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 25/08/2026, 10:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12003905001492026</p><p class=""assina"">DIEGO SOARES DA SILVA</p><p class=""cargo"">Agente de contratação</p>",11/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/08/2026&jornal=530&pagina=16,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 311/2026 / Número do processo: 67438.002136/2026-32 / Objeto: Aquisição de material cirúrgico de ortopedia (prótese).</p><p>Data de início de recebimento de propostas: 11/08/2026, 08:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 21/08/2026, 10:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12063305003112026</p><p class=""assina"">JOESER SOARES DE CARVALHO</p><p class=""cargo"">GESTOR DE LICITAÇÕES</p>",11/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=11/08/2026&jornal=530&pagina=14,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 23/2026 / Número do processo: 67273.005239/2026-84 / Objeto: AQUISIÇÃO DE MATERIAL PERMANENTE DE VIGILÂNCIA ELETRÔNICA E COMUNICAÇÃO</p><p>Data de início de recebimento de propostas: 11/08/2026, 08:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 28/09/2026, 09:30</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12064305000232026</p><p class=""assina"">THIAGO DE ANDRADE ALVES DO NASCIMENTO</p><p class=""cargo"">Agente de contratação</p>",11/08/2026
