URL,Título,Resumo,Data
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=10/08/2026&jornal=530&pagina=14,AVISO  DE LICITAÇÃO,"<p>Processo: 67106.005060/2026-59.</p><p>Objeto: Aquisição de até 3 (três) veículos elétricos novos, zero quilômetro, destinada ao apoio das atividades administrativas, operacionais e logísticas da Força Aérea Brasileira. Total de Item Licitado: 1. Edital: 10/08/2026 das 09h00 as 18h00. Endereço: Estr. do Galeão, 3.300 - Galeão Ilha do Governador, - Rio de Janeiro/RJ. Entrega das Propostas: a partir de 10/08/2026 as 09h00 no site www.gov.br/compras. Abertura das Propostas: 20/08/2026 as 09h00 no site www.gov.br/compras. Informações Gerais.</p><p class=""data"">Rio de Janeiro - RJ, 7 de agosto de 2026.</p><p class=""assina"">ANDREI LECA BORGES Cel INT</p><p class=""cargo"">Ordenador de Despesas</p>",10/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=10/08/2026&jornal=530&pagina=13,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 68/2026 / Número do processo: 67511.000300/2026-47 / Objeto: SERVIÇO DE INSPEÇÃO DE CALDEIRAS FAYS</p><p>Data de início de recebimento de propostas: 10/08/2026, 08:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 24/08/2026, 09:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12006005000682026</p><p class=""assina"">WELLINGTON MARCELO FERNANDES</p><p class=""cargo"">Ordenador de Despesas Delegado da AFA</p>",10/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=10/08/2026&jornal=530&pagina=13,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 159/2026 / Número do processo: 67540.009321/2026-81 / Objeto: Aquisição de Materiais de Consumo para Endoscopia e Colonoscopia para o Grupo de Saúde de Guaratinguetá (GSAU-GW).</p><p>Data de início de recebimento de propostas: 10/08/2026, 09:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 20/08/2026, 09:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12006405001592026</p><p class=""assina"">THAIANNE DE OLIVEIRA ASSIS NOLASCO</p><p class=""cargo"">Pregoeiro</p>",10/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=10/08/2026&jornal=530&pagina=14,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 48/2026 / Número do processo: 67272.003012/2026- 12 / Objeto: Contratação de serviço contínuo de telefonia móvel (SMP), pós-pago, com chamadas (VC1, VC2 e VC3) e SMS ilimitados para qualquer operadora nacional, além de roaming nacional e internacional. A solução inclui pacote de dados mínimo de 20GB por acesso (tecnologia 3G/4G ou superior) com para aplicativos de mensagens (exceto chamadas de voz/vídeo), portabilidade das linhas existentes e fornecimento de 41 (quarenta e um) smartphones em regime de comodato, a fim de atender às necessidades da Base Aérea de Florianópolis.</p><p>Data de início de recebimento de propostas: 10/08/2026, 09:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 24/08/2026, 09:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12007305000482026</p><p class=""assina"">LUAN CARLOS BENDOTTI</p><p class=""cargo"">Agente de contratação</p>",10/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=10/08/2026&jornal=530&pagina=14,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 156/2026 / Número do processo: 67289.010194/2025-18 / Objeto: Aquisição de Gêneros Alimentícios (Carne de Aves)</p><p>Data de início de recebimento de propostas: 10/08/2026, 09:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 21/08/2026, 09:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12062505001562026</p><p class=""assina"">ULISSES CRUZ DA COSTA</p><p class=""cargo"">Autoridade competente</p>",10/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=10/08/2026&jornal=530&pagina=13,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 77/2026 / Número do processo: 67269.004592/2026-14 / Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE SERVIÇOS DE MODERNIZAÇÃO DA REDE INTERNA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA E ADEQUAÇÃO DOS PONTOS DE ENTREGA DE ENERGIA DA BASC, CONTEMPLANDO EXECUÇÃO DE REDE AÉREA DE DISTRIBUIÇÃO EM BAIXA TENSÃO COM CABO MULTIPLEXADO, INSTALAÇÃO DE CABOS ELÉTRICOS, SUBSTITUIÇÃO DE QUADROS GERAIS DE BAIXA TENSÃO, MODERNIZAÇÃO DA ILUMINAÇÃO PÚBLICA E DEMAIS SERVIÇOS CORRELATOS NECESSÁRIOS À ADEQUAÇÃO DA INFRA ESTRUTURA EXISTENTE.</p><p>Data de início de recebimento de propostas: 10/08/2026, 10:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 25/08/2026, 10:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12066905000772026</p><p class=""assina"">KERLEY FURTADO ARAUJO</p><p class=""cargo"">Ordenador de Despesas</p>",10/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=10/08/2026&jornal=530&pagina=15,AVISO DE LICITAÇÃO,"<p>Nº Processo: SD-ADM-2026/00719.</p><p>Objeto: Licitação destinada à contratação de empresa especializada para executar os serviços contínuos de conservação, higiene e limpeza, com dedicação exclusiva de mão de obra e com fornecimento de material a serem prestados nas áreas internas e externas da dependência da NAV Brasil em Campos dos Goytacazes/RJ (DNCP). Vigência: 30 (trinta) meses. Total de itens a serem licitados: 01 (um). Edital: de 2ª a 6ª feira (dias úteis) das 08:30h às 12:00h e das 13:00h às 16:30h. Endereço: NAV Brasil Serviços de Navegação Aérea S.A., Avenida General Justo, nº 160 - Centro, Rio de Janeiro/RJ (setor de Protocolo da Administração Central da empresa) ou em https://www.gov.br/compras. Entrega das Propostas: a partir de 10/08/2026 às 09:00h no site https://www.gov.br/compras. Abertura da Sessão Pública: 01/09/2026 às 09:00h no site https://www.gov.br/compras. Informações Gerais: Conforme condições, quantidades e exigências previstas no Edital nº 29/CCLI/SEDE/2026 e respectivos anexos, também disponível no site https://www.navbrasil.gov.br/licitacoes.</p><p class=""assina"">JOSÉ POMPEU DOS MAGALHÃES BRASIL FILHO</p><p class=""cargo"">Ordenador de Despesas</p>",10/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=10/08/2026&jornal=530&pagina=13,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 126/2026 / Número do processo: 67510.005076/2026-90 / Objeto: Aquisição de Mobiliário para atender às necessidades da Divisão de Ensino da Academia da Força Aérea - AFA.</p><p>Data de início de recebimento de propostas: 10/08/2026, 08:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 20/08/2026, 09:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12006005001262026</p><p class=""assina"">WELLINGTON MARCELO FERNANDES</p><p class=""cargo"">Ordenador de Despesas Delegado da AFA</p>",10/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=10/08/2026&jornal=530&pagina=13,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 38/2026 / Número do processo: 67000.002996/2026-14 / Objeto: AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS SALGADOS E AÇUCARADOS, TEMPEROS E CONDIMENTOS</p><p>Data de início de recebimento de propostas: 10/08/2026, 09:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 24/08/2026, 10:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12000105000382026</p><p class=""assina"">LUIZ ANGELO DE ANDRADE PINHEIRO BORGES</p><p class=""cargo"">Ordenador de Despesas</p>",10/08/2026
http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=10/08/2026&jornal=530&pagina=13,AVISO DE LICITAÇÃO,"<p>Modalidade: Pregão 154/2026 / Número do processo: 67222.001287/2026-07 / Objeto: Serviço de limpeza de fossas e desobstrução de tubulação de esgoto.</p><p>Data de início de recebimento de propostas: 10/08/2026, 09:00. Forma de apresentação: Eletrônica</p><p>Data de Abertura: 25/08/2026, 08:00</p><p>Endereço eletrônico do Edital: https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12063105001542026</p><p class=""assina"">SILVIA NATALIA SOARES MENEZES DA SILVA</p><p class=""cargo"">Ordenador de Despesas</p>",10/08/2026
